Model Number,FLUKE A3000FC
Tool Name,A3000FC - A
Logged Data

Start Time,Stop Time,Elapsed Time,Interval,Total Readings
Jun 29 2024 12:59:17,Jun 30 2024 13:52:27,1:00:53:10,00:01:00,1494

Reading,Start Time,Duration,Max Time,Max(A AC),Average(A AC),Min Time,Min (A AC),Stop Time
74,Jun 29 2024 14:12:17,00:01:00,Jun 29 2024 14:12:49,"0.1","0",Jun 29 2024 14:12:48,"0",Jun 29 2024 14:13:17
75,Jun 29 2024 14:13:17,00:01:00,Jun 29 2024 14:13:59,"0.1","0",Jun 29 2024 14:13:36,"0",Jun 29 2024 14:14:17
76,Jun 29 2024 14:14:17,00:01:00,Jun 29 2024 14:14:53,"0.1","0",Jun 29 2024 14:15:13,"0",Jun 29 2024 14:15:17
77,Jun 29 2024 14:15:17,00:01:00,Jun 29 2024 14:15:27,"0.1","0",Jun 29 2024 14:15:57,"0",Jun 29 2024 14:16:17
78,Jun 29 2024 14:16:17,00:01:00,Jun 29 2024 14:16:27,"0.1","0",Jun 29 2024 14:16:22,"0",Jun 29 2024 14:17:17
79,Jun 29 2024 14:17:17,00:01:00,Jun 29 2024 14:17:43,"0.1","0",Jun 29 2024 14:17:50,"0",Jun 29 2024 14:18:17
80,Jun 29 2024 14:18:17,00:01:00,Jun 29 2024 14:19:17,"0.1","0",Jun 29 2024 14:18:42,"0",Jun 29 2024 14:19:17
81,Jun 29 2024 14:19:17,00:01:00,Jun 29 2024 14:19:17,"0.1","0",Jun 29 2024 14:20:08,"0",Jun 29 2024 14:20:17
82,Jun 29 2024 14:20:17,00:01:00,Jun 29 2024 14:20:34,"0.1","0",Jun 29 2024 14:20:20,"0",Jun 29 2024 14:21:17
83,Jun 29 2024 14:21:17,00:01:00,Jun 29 2024 14:21:22,"0.1","0",Jun 29 2024 14:22:04,"0",Jun 29 2024 14:22:17
84,Jun 29 2024 14:22:17,00:01:00,Jun 29 2024 14:23:16,"0.1","0",Jun 29 2024 14:22:18,"0",Jun 29 2024 14:23:17
85,Jun 29 2024 14:23:17,00:01:00,Jun 29 2024 14:23:42,"0.1","0",Jun 29 2024 14:23:44,"0",Jun 29 2024 14:24:17
86,Jun 29 2024 14:24:17,00:01:00,Jun 29 2024 14:25:05,"0","0",Jun 29 2024 14:24:26,"0",Jun 29 2024 14:25:17
87,Jun 29 2024 14:25:17,00:01:00,Jun 29 2024 14:25:25,"0.1","0",Jun 29 2024 14:25:53,"0",Jun 29 2024 14:26:17
88,Jun 29 2024 14:26:17,00:01:00,Jun 29 2024 14:26:39,"0.1","0",Jun 29 2024 14:26:54,"0",Jun 29 2024 14:27:17
89,Jun 29 2024 14:27:17,00:01:00,Jun 29 2024 14:27:51,"0.1","0",Jun 29 2024 14:27:28,"0",Jun 29 2024 14:28:17
90,Jun 29 2024 14:28:17,00:01:00,Jun 29 2024 14:28:51,"0.1","0",Jun 29 2024 14:28:36,"0",Jun 29 2024 14:29:17
