Tool Name,A3000FC - A
Logged Data

Start Time,Stop Time,Elapsed Time,Interval,Total Readings
Jun 29 2024 12:59:24,Jun 30 2024 13:52:34,1:00:53:10,00:01:00,1494

Reading,Start Time,Duration,Max Time,Max(A AC),Average(A AC),Min Time,Min (A AC),Stop Time
126,Jun 29 2024 15:04:24,00:01:00,Jun 29 2024 15:05:19,"0.1","0.1",Jun 29 2024 15:05:06,"0",Jun 29 2024 15:05:24
127,Jun 29 2024 15:05:24,00:01:00,Jun 29 2024 15:05:24,"0.1","0.1",Jun 29 2024 15:06:01,"0",Jun 29 2024 15:06:24
128,Jun 29 2024 15:06:24,00:01:00,Jun 29 2024 15:06:54,"0.1","0.1",Jun 29 2024 15:07:16,"0",Jun 29 2024 15:07:24
129,Jun 29 2024 15:07:24,00:01:00,Jun 29 2024 15:08:23,"0.1","0.1",Jun 29 2024 15:08:01,"0",Jun 29 2024 15:08:24
130,Jun 29 2024 15:08:24,00:01:00,Jun 29 2024 15:09:12,"0.1","0.1",Jun 29 2024 15:09:07,"0",Jun 29 2024 15:09:24
131,Jun 29 2024 15:09:24,00:01:00,Jun 29 2024 15:10:08,"0.1","0.1",Jun 29 2024 15:09:32,"0",Jun 29 2024 15:10:24
132,Jun 29 2024 15:10:24,00:01:00,Jun 29 2024 15:10:56,"0.1","0.1",Jun 29 2024 15:11:03,"0",Jun 29 2024 15:11:24
133,Jun 29 2024 15:11:24,00:01:00,Jun 29 2024 15:11:46,"0.1","0.1",Jun 29 2024 15:11:43,"0",Jun 29 2024 15:12:24
134,Jun 29 2024 15:12:24,00:01:00,Jun 29 2024 15:12:36,"0.1","0",Jun 29 2024 15:13:07,"0",Jun 29 2024 15:13:24
135,Jun 29 2024 15:13:24,00:01:00,Jun 29 2024 15:14:14,"0.1","0",Jun 29 2024 15:13:31,"0",Jun 29 2024 15:14:24
136,Jun 29 2024 15:14:24,00:01:00,Jun 29 2024 15:15:06,"0.1","0",Jun 29 2024 15:15:00,"0",Jun 29 2024 15:15:24
137,Jun 29 2024 15:15:24,00:01:00,Jun 29 2024 15:16:03,"0.1","0",Jun 29 2024 15:16:23,"0",Jun 29 2024 15:16:24
138,Jun 29 2024 15:16:24,00:01:00,Jun 29 2024 15:16:52,"0.1","0",Jun 29 2024 15:17:07,"0",Jun 29 2024 15:17:24
